1.924248652	4.160433443	5.305789381	-0.105360516	3.476923092	2.312337384	5.43284826
3.054472769	4.077813677	4.844187086	-0.510825624	3.293240907	2.349086927	5.571012697
2.711377991	3.610842234	4.48187197	0.182321557	3.907412393	2.282178283	5.700109069
3.273742726	3.558303689	5.08264583	-0.105360516	3.721346644	2.417073819	5.766757274
1.778336449	3.345367497	5.536940489	0.09531018	3.754667195	2.354892873	5.91242134
1.89009537	3.319104797	4.477336814	0.530628251	3.670206189	2.33543943	6.055846806
1.656321498	3.360368443	3.996364154	0.09531018	3.91442013	2.32932439	6.203951518
1.650579856	3.417385642	4.514150788	0.0	3.990834186	2.407035194	6.314272422
1.740466175	3.57692782	3.899950424	-1.203972804	3.906608373	2.425864109	6.436791189
2.32825284	3.668674196	5.001930853	0.09531018	4.381276353	2.3892214	6.556352129
2.162172939	3.691363865	5.083265985	-0.510825624	4.320151231	2.440519279	6.639875834
2.047692843	3.718651826	1.945910149	-0.693147181	4.223030903	2.397349669	6.70367879
