3.05682737	2.33938942	5.305789381	-0.10536051	3.476923092	3.47692309	2.312337384	4.71492105
3.501042717	2.356258553	4.844187086	-0.510825624	3.293240907	3.476923092	2.349086927	4.71492105
3.54702783	2.494072845	4.48187197	0.182321557	3.907412393	2.282178283	3.476923092	4.71492105
4.176078147	2.534276011	5.08264583	-0.105360516	3.721346644	2.417073819	3.476923092	4.828313737
4.515573652	2.508631314	5.536940489	0.09531018	3.754667195	2.354892873	3.476923092	4.960744524
4.863758098	2.530652502	4.477336814	0.530628251	3.670206189	2.33543943	3.476923092	5.136974216
4.606669062	2.578533596	3.996364154	0.09531018	3.91442013	2.32932439	3.476923092	5.241747015
4.349503443	2.63321889	4.514150788	0.0	3.990834186	2.407035194	3.476923092	5.407620101
4.275276265	2.639978334	3.899950424	-1.203972804	3.906608373	2.425864109	3.476923092	5.51100646
4.006969483	2.738734583	5.001930853	0.09531018	4.381276353	2.3892214	3.476923092	5.556828062
4.368814741	2.773869152	5.083265985	-0.510825624	4.320151231	2.440519279	3.476923092	5.685618504
4.368814741	2.773869152	5.083265985	-0.510825624	4.320151231	2.440519279	3.476923092	5.827179353
4.368814741	2.773869152	5.083265985	-0.510825624	4.320151231	2.440519279	3.476923092	5.997943513
4.715279409	2.834535998	1.945910149	-0.693147181	4.223030903	2.397349669	3.476923092	6.098748212
