2.17702187	3.51092435	5.305789381	-0.105360516	3.476923092	2.312337384	6.137727054
3.001217204	3.467659052	4.844187086	-0.510825624	3.293240907	2.349086927	6.245137303
3.333632062	3.616367899	4.48187197	0.182321557	3.907412393	2.282178283	6.376216614
3.321793359	3.536572906	5.08264583	-0.105360516	3.721346644	2.417073819	6.557204402
3.132446097	3.476122401	5.536940489	0.09531018	3.754667195	2.354892873	6.770789424
3.335413641	3.547839946	4.477336814	0.530628251	3.670206189	2.33543943	7.001427755
2.866192902	3.701200734	3.996364154	0.09531018	3.91442013	2.32932439	7.263119364
3.007166651	3.842522862	4.514150788	0.0	3.990834186	2.407035194	7.329749689
3.42751469	3.946148065	3.899950424	-1.203972804	3.906608373	2.425864109	7.543538142
3.357593744	4.101411201	5.001930853	0.09531018	4.381276353	2.3892214	7.668420911
3.325395668	4.169546341	5.083265985	-0.510825624	4.320151231	2.440519279	7.709667174
3.939832706	4.170311282	1.945910149	-0.693147181	4.223030903	2.397349669	7.77165738
