2.010894999	2.910185278	5.305789381	-0.105360516	3.476923092	2.312337384	4.804021045
3.138966442	2.882031519	4.844187086	-0.510825624	3.293240907	2.349086927	4.723841716
2.978077338	3.058082465	4.48187197	0.182321557	3.907412393	2.282178283	5.095589
3.212455257	3.017757918	5.08264583	-0.105360516	3.721346644	2.417073819	5.205653682
3.254628995	3.000008119	5.536940489	0.09531018	3.754667195	2.354892873	5.386328244
3.802208139	3.011398908	4.477336814	0.530628251	3.670206189	2.33543943	5.501258211
4.009694033	3.154913138	3.996364154	0.09531018	3.91442013	2.32932439	5.614586896
3.697839195	3.229293373	4.514150788	0.0	3.990834186	2.407035194	5.570251082
3.586292865	3.21494009	3.899950424	-1.203972804	3.906608373	2.425864109	5.759847699
3.640739079	3.269504298	5.001930853	0.09531018	4.381276353	2.3892214	5.853351245
4.012772909	3.330753458	5.083265985	-0.510825624	4.320151231	2.440519279	5.92184648
4.35901386	3.300024382	1.945910149	-0.693147181	4.223030903	2.397349669	5.92639255
