5.000652296	4.678048831	5.305789381	-0.105360516	3.476923092	2.312337384	6.928733685
5.456687703	4.613237557	4.844187086	-0.510825624	3.293240907	2.349086927	7.110287876
5.787602654	4.732683506	4.48187197	0.182321557	3.907412393	2.282178283	7.34903788
5.949157075	4.762686624	5.08264583	-0.105360516	3.721346644	2.417073819	7.442492723
5.881286892	4.765246134	5.536940489	0.09531018	3.754667195	2.354892873	7.507580302
6.169443354	4.78122213	4.477336814	0.530628251	3.670206189	2.33543943	7.641468421
5.942300563	4.815269024	3.996364154	0.09531018	3.91442013	2.32932439	7.664675062
6.01089946	4.790902586	4.514150788	0.0	3.990834186	2.407035194	7.742011321
6.243584207	4.821490512	3.899950424	-1.203972804	3.906608373	2.425864109	7.924434185
6.607555182	4.769582322	5.001930853	0.09531018	4.381276353	2.3892214	8.02250335
6.453199712	4.788740962	5.083265985	-0.510825624	4.320151231	2.440519279	8.099948981
6.580278462	4.75479636	1.945910149	-0.693147181	4.223030903	2.397349669	8.171005916
