5.275202259	2.944438979	5.305789381	-0.105360516	3.476923092	2.312337384	5.638710478
4.949539728	3.424262655	4.844187086	-0.510825624	3.293240907	2.349086927	5.733341277
5.071416766	3.586292865	4.48187197	0.182321557	3.907412393	2.282178283	5.877175401
5.484506435	3.61361697	5.08264583	-0.105360516	3.721346644	2.417073819	5.999680702
6.014277345	3.725693427	5.536940489	0.09531018	3.754667195	2.354892873	6.120736883
6.285625586	3.826465117	4.477336814	0.530628251	3.670206189	2.33543943	6.209595557
6.421914908	4.003690194	3.996364154	0.09531018	3.91442013	2.32932439	6.212405675
6.496020558	4.021773869	4.514150788	0.0	3.990834186	2.407035194	6.321846849
6.543048163	4.034240638	3.899950424	-1.203972804	3.906608373	2.425864109	6.568077911
6.226516906	4.147885329	5.001930853	0.09531018	4.381276353	2.3892214	6.695798917
6.545967286	4.165113633	5.083265985	-0.510825624	4.320151231	2.440519279	6.704781934
6.487440458	4.182050143	1.945910149	-0.693147181	4.223030903	2.397349669	6.784004472
